1. Events in the passive voice,2. Nominalized events,3. Events in a subordinate clause,4. Events in a condition,5. Events that are counterfactuals,6. Events that are in direct speech,7. Events that are in indirect speech,8. Events that come with a citation,9. Events that are paraphrased,10. Dates,11. Tense of the verbs in the text,12. Aspectual markers of the verbs,13. Events that are in the future and speculative,text,6. Events in direct speech,7. Events in indirect speech,11. Tense of the verbs,12. Aspectual markers,4. Events that are in a condition,"12. Aspectual markers of the verbs"": {""was"
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""duration ('for almost 12 hours straight')""","""no""",She slept for almost 12 hours straight.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","[""past simple"", ""present perfect""]","""no""","When she woke up, however, she still did n't feel well. ",,,,,,
"""No""","""Yes""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""",Sleeping in the mud and rainy had given Cecily the flu.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",,"""no""",She called in sick to work and spent the next two days recuperating. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Hannah decided to go for a walk.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""",She was far away from home when it suddenly started raining.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Hannah ran home as fast as she could.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Simple""","""no""",When she arrived home she was soaked and freezing.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""modal (would)""","""yes""",Hannah decided she would always check the weather from now on. ,,,,,,
"""no""","""no""","""yes""","""no""","""no""",,,"""no""","""no""",[],"""past""","""This sentence contains an example of the future intention aspectual marker 'going to'.""","""yes""",Tommy promised me that he was going to draw a good sketch of me.,"""no""","""yes""",,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",He took several minutes to write everything out.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""action completed""","""no""","When he was done with the outline, he showed it to me. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective aspect""","""no""",It ended up being my face on top of a banana.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""none""","""no""",I ripped the page and threw it away. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""yesterday""","""past""","""simple aspect""","""no""",Yesterday Kelly went on numerous college visits.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""The aspectual marker indicates a simple aspect (completed action)""","""no""",Her parents took her around the state to look.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She found about three that she really liked.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""",[],"""no""",At the end of the trip she decided to apply.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She ended up getting into her top choice. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""yes""",Susie wanted to open up a convenience store.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""none identified""","""no""",But she really needed a loan for that.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",So she went to loan office.,,,,,,
"""no""","""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""irrealis mood (expressed through the modal verb 'would')""","""yes""",She was not sure she would get it.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",But she was almost instantly approved. ,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Past perfect in 'had tried'""","""No""",Ed had tried to get to the top of the apple tree for weeks.,,,,,,
"""no""","""no""","""no""","""yes""","""yes""","""no""","""no""","""no""","""no""",[],"""past""","""modal (could), negation (n't)""","""no""","He could only get so far, then he could n't reach any higher.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""started to""","""no""",He finally started to think about a different approach.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","[""the next day""]","""past""","""action in progress""","""no""","The next day, he tried climbing from the opposite side.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",He made it to the top at last! ,,,,,,
"""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Chess was not a game the Becks liked to play.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past tense""","""none""","""no""","They were a family that loved games, all but chess.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",One time they were at a chess match with other families.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",And they lost horribly in front of many people.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""present""","""none""","""no""",They do n't play games anymore. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",Jordan went to the circus.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""","Upon arrival, Jordan met a clown with a red nose. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",The clown asked Jordan for a hug.,,,,,,
"""no""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Jordan refused because she was afraid of the clown 's red nose.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""Simple""","""no""",Jordan never returned to the circus after this experience. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific aspectual markers""","""no""",Jake loved his job.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific markers; simple aspect""","""no""","However, he was always late. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""yes""","""no""","""no""",[],"""past""","""repeated action (many times)""","""no""",His boss warned him many times about his tardiness.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""no specific aspectual markers""","""no""",Jake still did not change his ways.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective ('had to fire')""","""no""",His boss finally had to fire him. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""none""","""no""",Bonnie had a small vegetable garden in her backyard.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",One day Bonnie found several partially - eaten vegetables there.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",She quickly put up a fence to keep the critters out.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She also put up a scarecrow to ward off the birds.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple""","""No""",Bonnie soon harvested many tasty vegetables from the garden. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","[""15 years""]","""Past Perfect""","""none""","""no""",It was the first time these two teams had played in 15 years.,,,,,,
"""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""","""none""","""no""",Much had changed for both schools in that time.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""were excited (progressive aspect)""","""no""",The fans were excited to experience the rivalry game.,,,,,,
"""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""habitual aspect (used to)""","""no""","The team that used to dominate, had weakened over the years. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""eventual completion (eventually won)""","""no""","It was a close game, but the home team eventually won.",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Bianca had dark brown hair.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",She wanted to make her hair a lighter color.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She bought hair dye from the store.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple aspect""","""No""",She dyed her hair a blonde color.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Bianca 's boyfriend complimented her new hair afterwards. ,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""no aspectual marker""","""No""",Nola was slim and pretty.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",She wanted to be a model.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""perfective""","""no""",She contacted an agency and showed them some photos.,,,,,,
"""no""","""no""","""no""","""no""","""yes""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""","But to her surprise, the agency did not sign her! ",,,,,,
"""No""","""No""","""No""","""No""","""No""","""Yes""","""No""","""No""","""No""",[],"""Past""","""Past Tense""","""No""",They told Nola she was too short to model. ,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Beth needed to get to her office.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""Yes""","""No""","""No""",[],"""Past""","""Simple past""","""No""",She waved a taxi down and told the driver where to go.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",The driver took her to her office.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""yes""","""yes""","""no""","""no""",[],"""past""","""simple aspect""","""no""",The driver told her that she did n't have to pay.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",She decided to pay for the next person 's ride instead. ,,,,,,
"""No""","""Yes""","""No""","""No""","""No""","""No""","""No""","""No""","""No""",[],"""Past""","""Simple aspect""","""No""",Thomas was up for an award.,,,,,,
"""no""","""no""","""no""","""no""","""yes""","""no""","""yes""","""no""","""no""",[],"""simple past""","""none""","""no""",He thought he was a shoe in and everyone else did too. ,,,,,,
"""yes""","""no""","""yes""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""Past""",,"""no""","When the name was called for the award though, it was n't his. ",,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",Thomas felt sad but he did n't give up.,,,,,,
"""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""No""","""Next year""","""Future""","""Simple aspect""","""Yes""",Next year Thomas worked even harder and won the award. ,,,,,,
,,,,,,,,,,,,,Josh loved to eat steak.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""none""","""no""",His wife did not like steak.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple""","""no""",Josh wanted to get a good steak.,,,,,,
"""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""","""no""",[],"""past""","""simple aspect""","""no""",He left his wife to go to the steakhouse.,,,,,,
